premise	hypothesis	entailment	reasoning_type	function_name	g_id	answer	correct
Emma is not moving.	Emma is not in motion.	entailment	motion	non_motion_one_hop	0	contradiction	0
Emma is not moving.	Emma is stationary.	entailment	motion	non_motion_one_hop	0	contradiction	0
Emma is not moving.	Emma is in motion.	contradiction	motion	non_motion_one_hop	1	contradiction	1
Emma is not moving.	Emma is moving.	contradiction	motion	non_motion_one_hop	1	contradiction	1
Emma is not moving.	Emma is not stationary.	contradiction	motion	non_motion_one_hop	1	contradiction	1
Emma is not moving.	Emma is thinking.	neutral	motion	non_motion_one_hop	2	contradiction	0
Emma is not moving.	Emma is meditating.	neutral	motion	non_motion_one_hop	2	contradiction	0
Emma is stationary.	Emma is not in motion.	entailment	motion	non_motion_one_hop	0	contradiction	0
Emma is stationary.	Emma is not moving.	entailment	motion	non_motion_one_hop	0	contradiction	0
Emma is stationary.	Emma is in motion.	contradiction	motion	non_motion_one_hop	1	contradiction	1
Emma is stationary.	Emma is moving.	contradiction	motion	non_motion_one_hop	1	contradiction	1
Emma is stationary.	Emma is not stationary.	contradiction	motion	non_motion_one_hop	1	contradiction	1
Emma is stationary.	Emma is thinking.	neutral	motion	non_motion_one_hop	2	contradiction	0
Emma is stationary.	Emma is meditating.	neutral	motion	non_motion_one_hop	2	contradiction	0
James is sleeping.	James is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
James is sleeping.	James is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
James is sleeping.	James is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
James is sleeping.	James is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
James is sleeping.	James is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
James is sleeping.	James is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
James is sleeping.	James is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
James is sleeping.	James is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
James is laying down.	James is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
James is laying down.	James is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
James is laying down.	James is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
James is laying down.	James is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
James is laying down.	James is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
James is laying down.	James is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
James is laying down.	James is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
James is laying down.	James is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
James is sitting.	James is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
James is sitting.	James is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
James is sitting.	James is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
James is sitting.	James is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
James is sitting.	James is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
James is sitting.	James is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
James is sitting.	James is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
James is sitting.	James is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
James is standing.	James is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
James is standing.	James is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
James is standing.	James is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
James is standing.	James is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
James is standing.	James is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
James is standing.	James is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
James is standing.	James is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
James is standing.	James is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Robert is sleeping.	Robert is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Robert is sleeping.	Robert is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Robert is sleeping.	Robert is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Robert is sleeping.	Robert is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Robert is sleeping.	Robert is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Robert is sleeping.	Robert is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Robert is sleeping.	Robert is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Robert is sleeping.	Robert is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Robert is laying down.	Robert is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Robert is laying down.	Robert is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Robert is laying down.	Robert is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Robert is laying down.	Robert is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Robert is laying down.	Robert is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Robert is laying down.	Robert is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Robert is laying down.	Robert is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Robert is laying down.	Robert is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Robert is sitting.	Robert is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Robert is sitting.	Robert is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Robert is sitting.	Robert is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Robert is sitting.	Robert is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Robert is sitting.	Robert is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Robert is sitting.	Robert is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Robert is sitting.	Robert is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Robert is sitting.	Robert is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Robert is standing.	Robert is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Robert is standing.	Robert is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Robert is standing.	Robert is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Robert is standing.	Robert is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Robert is standing.	Robert is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Robert is standing.	Robert is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Robert is standing.	Robert is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Robert is standing.	Robert is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Sophia is sleeping.	Sophia is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Sophia is sleeping.	Sophia is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Sophia is sleeping.	Sophia is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Sophia is sleeping.	Sophia is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Sophia is sleeping.	Sophia is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Sophia is sleeping.	Sophia is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Sophia is sleeping.	Sophia is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Sophia is sleeping.	Sophia is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Sophia is laying down.	Sophia is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Sophia is laying down.	Sophia is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Sophia is laying down.	Sophia is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Sophia is laying down.	Sophia is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Sophia is laying down.	Sophia is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Sophia is laying down.	Sophia is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Sophia is laying down.	Sophia is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Sophia is laying down.	Sophia is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Sophia is sitting.	Sophia is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Sophia is sitting.	Sophia is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Sophia is sitting.	Sophia is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Sophia is sitting.	Sophia is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Sophia is sitting.	Sophia is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Sophia is sitting.	Sophia is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Sophia is sitting.	Sophia is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Sophia is sitting.	Sophia is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Sophia is standing.	Sophia is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Sophia is standing.	Sophia is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Sophia is standing.	Sophia is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Sophia is standing.	Sophia is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Sophia is standing.	Sophia is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Sophia is standing.	Sophia is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Sophia is standing.	Sophia is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Sophia is standing.	Sophia is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Emma is sleeping.	Emma is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Emma is sleeping.	Emma is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Emma is sleeping.	Emma is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Emma is sleeping.	Emma is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Emma is sleeping.	Emma is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Emma is sleeping.	Emma is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Emma is sleeping.	Emma is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Emma is sleeping.	Emma is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Emma is laying down.	Emma is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Emma is laying down.	Emma is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Emma is laying down.	Emma is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Emma is laying down.	Emma is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Emma is laying down.	Emma is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Emma is laying down.	Emma is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Emma is laying down.	Emma is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Emma is laying down.	Emma is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Emma is sitting.	Emma is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Emma is sitting.	Emma is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Emma is sitting.	Emma is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Emma is sitting.	Emma is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Emma is sitting.	Emma is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Emma is sitting.	Emma is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Emma is sitting.	Emma is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Emma is sitting.	Emma is meditating.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
Emma is standing.	Emma is not in motion.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Emma is standing.	Emma is not moving.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Emma is standing.	Emma is stationary.	entailment	motion	non_motion_one_hop_jerund	0	contradiction	0
Emma is standing.	Emma is in motion.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Emma is standing.	Emma is moving.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Emma is standing.	Emma is not stationary.	contradiction	motion	non_motion_one_hop_jerund	1	contradiction	1
Emma is standing.	Emma is thinking.	neutral	motion	non_motion_one_hop_jerund	2	contradiction	0
